Year,Funder,State,Money
2016,PURDUE PHARMA,Delaware,0
2023,ASTRAZENECA PHARMACEUTICALS LP,Delaware,0
2023,AHAM - Assn of Home Appliance Manufacturers,District of Columbia,0
2023,Home Care Association of America,District of Columbia,0
2023,PRBA - The Rechargeable Battery Association,District of Columbia,0
2023,Secure Democracy,District of Columbia,0
2023,Roche Diagnostics Corporation,District of Columbia,0
2023,L3HARRIS,District of Columbia,0
2023,Natural Fibers Alliance,District of Columbia,0
2023,Giffords,District of Columbia,0
2023,ACT | The App Association,District of Columbia,0
2023,Philips North America,District of Columbia,0
2023,Secure Democracy USA,District of Columbia,0
2022,NAHA Health,Florida,0
2022,MV Realty,Florida,0
2021,NAHA Health,Florida,0
2020,WSDLA Washington State Dental Laboratory Association,Florida,0
2017,Rayonier,Florida,0
2016,BRANDT INFORMATION SERVICES,Florida,0
2016,Pediatrix Medical Group,Florida,0
2023,"NextEra Energy Resources, LLC",Florida,0
2023,MV Realty,Florida,0
2023,Veritec Solutions,Florida,0
2022,INTERCONTINENTAL ASSOCIATION OF LGBT PRIVATE BUSINESS OWNERS INC.,Georgia,0
2016,UTILITY SERVICE GROUP,Georgia,0
2016,WestRock,Georgia,0
2016,Kapstone Paper and Packaging d/b/a WestRock,Georgia,0
2023,INTERCONTINENTAL ASSOCIATION OF LGBT PRIVATE BUSINESS OWNERS INC.,Georgia,0
2022,Federal Home Loan Bank of Des Moines,Iowa,0
2021,Federal Home Loan Bank of Des Moines,Iowa,0
2018,ALIGNED AG DISTRIBUTORS LLC,Iowa,0
2022,"Lamb Weston, Inc",Idaho,0
2016,AGRI BEEF CO,Idaho,0
2016,BOISE CASCADE COMPANY,Idaho,0
2023,Far West Agribusiness Association,Idaho,0
2022,LKQ Corporation,Illinois,0
2022,RWE Clean Energy,Illinois,0
2022,National Marine Manufacturers Association (NMMA),Illinois,0
2020,Financial Services Stakeholder Project NFP,Illinois,0
2020,"Rush Street Gaming, LLC",Illinois,0
2018,Start Early,Illinois,0
2018,US CELLULAR,Illinois,0
2018,EDELSON PC,Illinois,0
2017,ACCREDITATION ASSN FOR AMBULATORY HEALTH CARE,Illinois,0
2017,US CELLULAR,Illinois,0
2017,Stericycle,Illinois,0
2016,INVENERGY,Illinois,0
2016,McDonalds Corporation,Illinois,0
2016,CONTINENTAL CASUALTY COMPANY (CNA Insurance Companies),Illinois,0
2016,TUSK VENTURES LLC,Illinois,0
2016,US CELLULAR,Illinois,0
2016,NATL EXPRESS LLC,Illinois,0
2016,EASTERN WA GATEWAY RAILROAD CO,Illinois,0
2016,AMERICAN DEALER LICENSE INC,Illinois,0
2016,WA St Society of Pathologists,Illinois,0
2023,Vivid Seats LLC,Illinois,0
2023,RWE Clean Energy,Illinois,0
2022,American Fraternal Alliance,Indiana,0
2022,"Dexcom, Inc.",Indiana,0
2021,"Dexcom, Inc.",Indiana,0
2020,"Dexcom, Inc.",Indiana,0
2019,"Dexcom, Inc.",Indiana,0
2018,"Dexcom, Inc.",Indiana,0
2016,MEAD JOHNSON NUTRITION CO,Indiana,0
2023,"Dexcom, Inc.",Indiana,0
2023,National Association of Mutual Insurance Companies (NAMIC),Indiana,0
2023,Renewable Energy Group,Iowa,0
2023,"A Place for Mom, Inc.",Kansas,0
2019,NATL HOME SERVICE CONTRACT ASSN,Kansas,0
2017,AMC,Kansas,0
2016,AMC,Kansas,0
2020,Prevention Research Institute,Kentucky,0
2017,CHILDRENS HEALTH IS A LEGAL DUTY (CHILD) INC,Kentucky,0
2016,CHILDRENS HEALTH IS A LEGAL DUTY (CHILD) INC,Kentucky,0
2016,Bamboo Health,Kentucky,0
2022,VERTEX PHARMACEUTICALS INC,Massachusetts,0
2022,ENEL North America Inc.,Massachusetts,0
2022,REACH OUT & READ INC,Massachusetts,0
2020,UNION OF CONCERNED SCIENTISTS,Massachusetts,0
2019,BIOGEN,Massachusetts,0
2019,VERTEX PHARMACEUTICALS INC,Massachusetts,0
2018,"THERMO FISHER SCIENTIFIC, INC.",Massachusetts,0
2018,VERTEX PHARMACEUTICALS INC,Massachusetts,0
2018,SPECTRUM HEALTH SYSTEMS,Massachusetts,0
2017,"THERMO FISHER SCIENTIFIC, INC.",Massachusetts,0
2017,SPECTRUM HEALTH SYSTEMS,Massachusetts,0
2017,DENTA QUEST,Massachusetts,0
2017,BIOGEN,Massachusetts,0
2016,"Rave Wireless, Inc.",Massachusetts,0
2016,UNION OF CONCERNED SCIENTISTS,Massachusetts,0
2016,HANCOCK NATURAL RESOURCE GROUP,Massachusetts,0
2016,"bluebird bio, Inc.",Massachusetts,0
2016,DENTA QUEST,Massachusetts,0
2016,BIOGEN,Massachusetts,0
2023,"EPS Industry Alliance, Inc.",Maryland,0
2023,The Routing Company,Massachusetts,0
2023,"Ownership America Action Fund, Inc.",Massachusetts,0
2023,VERTEX PHARMACEUTICALS INC,Massachusetts,0
2023,Kelmar Associates LLC,Massachusetts,0
2023,ENEL North America Inc.,Massachusetts,0
2023,REACH OUT & READ INC,Massachusetts,0
2022,Flexible Packaging Association (FPA),Maryland,0
2022,"EPS Industry Alliance, Inc.",Maryland,0
2021,Flexible Packaging Association (FPA),Maryland,0
2018,Aircraft Owners and Pilots Association,Maryland,0
2017,TOTAL WINE & MORE,Maryland,0
2017,FAIRVOTE THE CENTER FOR VOTING & DEMOCRACY,Maryland,0
2017,HMSHost,Maryland,0
2017,Plasma Protein Therapeutics Association,Maryland,0
2017,Aircraft Owners and Pilots Association,Maryland,0
2016,ELEVATOR INDUSTRY WORK PRESERVATION FUND,Maryland,0
2016,FAIRVOTE THE CENTER FOR VOTING & DEMOCRACY,Maryland,0
2023,Merative US L.P.,Michigan,0
2023,Rivian Automotive LLC,Michigan,0
2021,Check Point Software,Minnesota,0
2021,Cerner Corporation,Missouri,0
2020,Washington and Idaho Railway,Missouri,0
2019,Washington and Idaho Railway,Missouri,0
2016,INTOXIMETERS INC,Missouri,0
2022,Verify4,North Carolina,0
2021,Verify4,North Carolina,0
2021,Center for Responsible Lending,North Carolina,0
2020,Center for Responsible Lending,North Carolina,0
2018,Center for Responsible Lending,North Carolina,0
2023,MASTERCARD WORLDWIDE,New York,0
2023,Leda Health,New York,0
2023,"Etsy, Inc.",New York,0
2023,Innocence Project,New York,0
2023,"Diageo North America, Inc.",New York,0
2023,Vote Mama Action Fund Inc.,New York,0
2021,Juvenile Products Manufacturers Association (JPMA),New Jersey,0
2020,Celgene Corporation,New Jersey,0
2020,Juvenile Products Manufacturers Association (JPMA),New Jersey,0
2023,Center for Responsible Lending,North Carolina,0
2023,Albemarle Corporation,North Carolina,0
2016,HMS,Nevada,0
2022,"World Education Services, Inc.",New York,0
2022,Innocence Project,New York,0
2020,"Twenty Labs, LLC",New York,0
2018,"TransparentBusiness, Inc.",New York,0
2018,NATURAL RESOURCES DEFENSE COUNCIL INC. AND ITS AFFILIATES,New York,0
2017,Crohn's and Colitis Foundation,New York,0
2017,NATURAL RESOURCES DEFENSE COUNCIL INC. AND ITS AFFILIATES,New York,0
2017,MetLife,New York,0
2017,Warby Parker,New York,0
2016,TUSK MONTGOMERY PHILANTHROPIES,New York,0
2016,NATIONAL ELEVATOR INDUSTRY INC,New York,0
2016,MetLife,New York,0
2016,IGPS LOGISTICS LLC,New York,0
2016,Securities Industry and Financial Markets Association,New York,0
2016,BROADCAST MUSIC INC,New York,0
2016,"Diageo North America, Inc.",New York,0
2021,SMART TD PAC,Ohio,0
2019,SMART TD PAC,Ohio,0
2023,SMART TD PAC,Ohio,0
2022,"P3, Political Action Consultants",Oklahoma,0
2021,"P3, Political Action Consultants",Oklahoma,0
2016,PRE-PAID LEGAL SERVICES INC,Oklahoma,0
2022,"Ardon Health, LLC",Oregon,0
2022,Allies,Oregon,0
2022,NAACP AOWSAC,Oregon,0
2021,Violet Power,Oregon,0
2021,LES SCHWAB TIRE CENTERS,Oregon,0
2021,Allies,Oregon,0
2020,PACIFIC PRINTING INDUSTRIES ASSN,Oregon,0
2019,Innovare Strategies NW,Oregon,0
2019,Port of Cascade Locks,Oregon,0
2018,NORTHWEST INDUSTRIAL GAS USERS,Oregon,0
2018,Forth,Oregon,0
2018,PACIFIC SEAFOOD,Oregon,0
2017,NW ENVIRONMENTAL BUSINESS COUNCIL,Oregon,0
2017,Forth,Oregon,0
2017,WA ASSN OF ROUTE OPERATORS,Oregon,0
2017,Radius Recycling (Formerly SCHNITZER STEEL INDUSTRIES INC),Oregon,0
2017,PACIFICORP,Oregon,0
2017,Port of Hood River,Oregon,0
2016,LES SCHWAB TIRE CENTERS,Oregon,0
2016,KNOWLEDGE UNIVERSE,Oregon,0
2016,MODA HEALTH,Oregon,0
2016,PACIFIC SEAFOOD,Oregon,0
2016,LEARNING.COM,Oregon,0
2016,PACIFIC NORTHWEST HARDWARE & IMPLEMENT ASSN,Oregon,0
2016,"American Rivers, Inc.",Oregon,0
2016,PACIFICORP,Oregon,0
2023,Violet Power,Oregon,0
2023,"Ardon Health, LLC",Oregon,0
2023,ALLIANCE OF WESTERN ENERGY CONSUMERS,Oregon,0
2023,CONFEDERATED TRIBES OF THE UMATILLA INDIAN RESERVATION,Oregon,0
2023,NW SPORTFISHING INDUSTRY ASSN,Oregon,0
2023,Western Environmental Law Center,Oregon,0
2023,NAACP AOWSAC,Oregon,0
2023,Northwest Mothers Milk Bank,Oregon,0
2023,Radius Recycling (Formerly SCHNITZER STEEL INDUSTRIES INC),Oregon,0
2022,CSL Behring,Pennsylvania,0
2021,CSL Behring,Pennsylvania,0
2018,FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION (FIRE),Pennsylvania,0
2018,EDUCATION MANAGEMENT CORP,Pennsylvania,0
2017,FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION (FIRE),Pennsylvania,0
2017,EDUCATION MANAGEMENT CORP,Pennsylvania,0
2016,EDUCATION MANAGEMENT CORP,Pennsylvania,0
2016,VERIFIED VOTING,Pennsylvania,0
2016,EXELON GENERATION CO LLC,Pennsylvania,0
2023,VERIFIED VOTING,Pennsylvania,0
2023,Unisys Corporation,Pennsylvania,0
2023,Emergent BioSolutions,Pennsylvania,0
2023,IGT GLOBAL SOLUTIONS AND ITS AFFILIATES,Pennsylvania,0
2022,IGT GLOBAL SOLUTIONS AND ITS AFFILIATES,Pennsylvania,0
2016,FASHION JEWELRY & ACCESSORIES TRADE ASSN,Pennsylvania,0
2023,AMAROK,South Carolina,0
2023,NISSAN NORTH AMERICA,Tennessee,0
2023,SmileDirectClub,Tennessee,0
2023,"Par Pacific Holdings, Inc.",Texas,0
2023,Kalkokmey Enterprises,Texas,0
2023,Natera,Texas,0
2023,findhelp,Texas,0
2023,OpenAir Collective,Texas,0
2018,RegionalCare Hospital Partners Holdings d/b/a RCCH Healthcare Partners,Tennessee,0
2017,RegionalCare Hospital Partners Holdings d/b/a RCCH Healthcare Partners,Tennessee,0
2016,"CoreCivic, Inc.",Tennessee,0
2022,GeoX Energy Inc,Texas,0
2022,"TC ENERGY, GAS TRANSMISSION NORHTWEST, LLC",Texas,0
2019,"Americas Styrenics, LLC",Texas,0
2018,"Trinity Highway Products, LLC",Texas,0
2017,Community Education Centers,Texas,0
2017,The Williams Companies,Texas,0
2016,CALTEX PROTECTIVE COATINGS,Texas,0
2016,Nationstar Mortgage LLC,Texas,0
2016,COPSYNC INC,Texas,0
2016,"TC ENERGY, GAS TRANSMISSION NORHTWEST, LLC",Texas,0
2022,"Maverik, Inc",Utah,0
2023,Lumio Solar,Utah,0
2022,Institute for Justice,Virginia,0
2021,"College Parent, L.P. dba ""Yahoo""",Virginia,0
2020,"Fooda, Inc. c/o MultiState Associates Inc.",Virginia,0
2020,Foundation to Support Animal Protection,Virginia,0
2019,"Fooda, Inc. c/o MultiState Associates Inc.",Virginia,0
2018,DEERE & CO (THRU MULTISTATES),Virginia,0
2017,ASSISTED LIVING FEDERATION OF AMERICA,Virginia,0
2017,National Association of Professional Employer Organizations,Virginia,0
2016,ASSISTED LIVING FEDERATION OF AMERICA,Virginia,0
2016,PROMONTORY INTERFINANCIAL NETWORK LLC,Virginia,0
2016,SICPA PRODUCT SECURITY LLC,Virginia,0
2016,Institute for Justice,Virginia,0
2016,ZAYCON FOODS (THRU MULTISTATE),Virginia,0
2016,BIO ENERGY WA / INDUSTRIAL POWER GENERATING CO,Virginia,0
2016,Yoga Alliance,Virginia,0
2023,Recreation Vehicle Industry Association,Virginia,0
2023,"Bio Energy (Washington), LLC",Virginia,0
2023,AdvaMed (thru MultiState Associates LLC),Virginia,0
2016,Johnson Controls,Wisconsin,0
2016,map_filler,Washington,0
2017,map_filler,Washington,0
2018,map_filler,Washington,0
2019,map_filler,Washington,0
2020,map_filler,Washington,0
2021,map_filler,Washington,0
2022,map_filler,Washington,0
2023,map_filler,Washington,0
2016,map_filler,Wyoming,0
2017,map_filler,Wyoming,0
2018,map_filler,Wyoming,0
2019,map_filler,Wyoming,0
2020,map_filler,Wyoming,0
2021,map_filler,Wyoming,0
2022,map_filler,Wyoming,0
2023,map_filler,Wyoming,0
2016,map_filler,West Virginia,0
2017,map_filler,West Virginia,0
2018,map_filler,West Virginia,0
2019,map_filler,West Virginia,0
2020,map_filler,West Virginia,0
2021,map_filler,West Virginia,0
2022,map_filler,West Virginia,0
2023,map_filler,West Virginia,0
2016,map_filler,North Dakota,0
2017,map_filler,North Dakota,0
2018,map_filler,North Dakota,0
2019,map_filler,North Dakota,0
2020,map_filler,North Dakota,0
2021,map_filler,North Dakota,0
2022,map_filler,North Dakota,0
2023,map_filler,North Dakota,0
